country,target,exp_var,cont_var
"Macao SAR, China",,132416.8028844,100.409370422363
"Macao SAR, China",,126183.676088526,101.430252075195
"Macao SAR, China",,116556.788348295,101.528541564941
"Macao SAR, China",,119439.768338955,99.3445816040039
Madagascar,47.72865,1618.53231427249,134.061462402344
Madagascar,47.04235,1592.05355843859,142.534286499023
Madagascar,46.38142,1584.42447526047,141.93353271484375
Madagascar,42.74769,1565.86755310165,143.824188232422
Madagascar,41.89608,1546.76704618335,147.314193725586
Malawi,60.9371,1514.66267654193,144.810989379883
Malawi,60.362,1471.03724879602,142.457824707031
Malawi,59.52076,1446.47306246706,145.488876342773
Malawi,53.22437,1428.42391726074,144.532943725586
Malawi,49.70961,1432.08525892858,146.396820068359
Malaysia,81.47337,28364.4763211606,104.382522583008
Malaysia,81.33541,27558.1369502408,104.935997009277
Malaysia,78.77204,26661.5074160333,105.291603088379
Malaysia,78.27291,25541.7705112243,104.999183654785
Malaysia,78.60753,24787.8237457166,103.818672180176
Maldives,53.27453,19531.0425624222,98.0381622314453
Maldives,53.2984,18795.5303498427,96.5971374511719
Maldives,53.20063,18058.5810797009,97.1098022460938
Maldives,52.38841,17584.1475352396,99.4276962280273
Maldives,52.4375,17284.6478941089,101.534942626953
Mali,52.94472,2321.91717305646,77.15620422363283
Mali,53.12964,2283.70241285673,75.6006011962891
Mali,52.87624,2246.79742084484,80.1707763671875
Mali,52.61403,2198.56038119009,77.1702575683594
Mali,50.27763,2139.73629713506,75.6831817626953
Malta,66.13941,43950.5880527847,106.606178283691
Malta,65.4975,43313.4770253615,106.674171447754
Malta,65.21409,42644.0508459903,104.99836730957
Malta,64.77862,40536.7181783198,103.97274017334
Malta,62.28109,39845.1145672313,103.549201965332
Marshall Islands,50.8911,4029.08632919678,79.5557022094727
Marshall Islands,50.93322,3806.68972448112,83.93682352701823
Marshall Islands,50.94163,3706.25315797355,83.93682352701823
Marshall Islands,50.90663,3605.47768872129,84.7401580810547
Marshall Islands,50.5639,3586.05642087459,87.5146102905273
Mauritania,51.06288,5197.0722508281,100.408630371094
Mauritania,49.37674,5042.43119844404,99.8917617797852
Mauritania,48.44839,5077.18598735595,96.6590423583984
Mauritania,46.88194,5045.89672406524,96.8344192504883
Mauritania,43.75791,5127.43228246614,104.511032104492
Mauritius,81.46811,22870.2862495308,99.5205612182617
Mauritius,80.33655,22208.1381171868,101.107597351074
Mauritius,78.89594,21415.1161096211,101.525238037109
Mauritius,76.48622,20646.9330000973,102.453407287598
Mauritius,76.02546,19897.4753965644,102.920539855957
Mexico,72.35556,19701.337669842,104.655822753906
Mexico,72.3064,19928.3956618582,105.02806854248
Mexico,72.53669,19721.2609759241,105.770011901855
Mexico,72.37307,19539.2612488443,106.277732849121
Mexico,71.64492,19268.9143963283,106.606109619141
"Micronesia, Fed. Sts.",48.10341,3466.41329281782,96.8056030273438
"Micronesia, Fed. Sts.",48.09786,3460.90904773797,97.00568898518884
"Micronesia, Fed. Sts.",48.10096,3490.13048688552,97.00568898518884
"Micronesia, Fed. Sts.",48.08887,3437.38984001769,97.0367202758789
"Micronesia, Fed. Sts.",48.09489,3448.30369231563,97.1747436523438
Moldova,74.39091,13022.0046061019,104.831916809082
Moldova,73.12546,12363.1468378401,103.163192749023
Moldova,72.72602,11651.3174546862,103.542449951172
Moldova,72.5204,10942.5508739575,104.37663269043
Moldova,71.39344,10360.8295911083,105.689743041992
Mongolia,67.77262,12316.7913725436,103.416007995605
Mongolia,67.67673,11915.5567471637,104.04035949707
Mongolia,67.40642,11311.7611259291,102.934089660645
Mongolia,66.1351,10940.4186480461,102.969802856445
Mongolia,65.29449,11022.9785342491,100.362373352051
Montenegro,73.81891,21533.949235748,100.633377075195
Montenegro,73.70804,20686.5759142606,100.002548217773
Montenegro,73.84108,19682.2833488194,98.1132125854492
Montenegro,71.22233,18797.9056157308,95.9437484741211
Montenegro,70.60633,18263.6006034136,95.4030914306641
Morocco,73.38133,7537.48527234118,114.764678955078
Morocco,71.67294,7446.93622037578,113.876579284668
Morocco,69.21146,7312.05677903856,112.402160644531
Morocco,69.23623,7106.24124906058,110.395782470703
Morocco,67.39799,7126.67058575575,109.523971557617
Mozambique,54.9955,1281.50604143547,116.381141662598
Mozambique,54.56326,1289.73594800556,112.60498046875
Mozambique,52.78803,1283.65986980986,107.813247680664
Mozambique,52.06337,1273.78363325041,108.646560668945
Mozambique,52.81247,1262.61312778202,108.62914276123
Myanmar,46.82775,5082.50316102148,111.144920349121
Myanmar,43.4838,5029.1880858737,112.306671142578
Myanmar,42.97482,4739.91544500094,112.223648071289
Myanmar,42.67139,4482.92679957997,108.904441833496
Myanmar,42.12121,4268.5006767951,111.144920349121
Namibia,61.35078,9845.21306790198,124.213779449463
Namibia,61.35142,10092.258820242,124.248390197754
Namibia,61.10494,10171.4214929004,124.179168701172
Namibia,60.08295,10471.2792874759,124.213779449463
Namibia,60.04482,10662.8299304666,124.213779449463
Nauru,,13527.411941066,121.704917907715
Nauru,,13636.3609415279,124.0692443847655
Nauru,,12975.3923824717,124.0692443847655
Nauru,,13901.9536121477,126.433570861816
Nauru,,13551.9625979464,124.0692443847655
Nepal,63.1866,3952.76034914913,142.143463134766
Nepal,59.65408,3773.71591761441,143.6823806762695
Nepal,59.98159,3565.19780740052,143.919540405273
Nepal,58.02771,3315.8144141419,144.488845825195
Nepal,59.70833,3331.87176945857,144.177673339844
Netherlands,76.10376,56784.0372529824,106.095817565918
Netherlands,76.09693,56060.9136269404,105.221031188965
Netherlands,76.08463,55088.6338006744,104.229621887207
Netherlands,75.57281,53847.8265545448,103.286758422852
Netherlands,75.5221,52974.1162200949,102.697601318359
New Zealand,86.76465,42877.9429107086,101.677696228027
New Zealand,87.00452,42866.1272276586,101.071418762207
New Zealand,87.02213,42285.319902666,99.9747619628906
New Zealand,87.16633,41672.1012399483,98.8214492797852
New Zealand,87.13471,41086.1153021682,97.9427795410156
Niger,56.75932,1224.51026155853,66.415412902832
Niger,52.3119,1200.97246385835,71.54496192932127
Niger,51.17303,1163.68778361139,74.736198425293
Niger,49.32578,1151.65787379293,73.4323272705078
Niger,46.32429,1132.33120491778,71.5959091186523
Nigeria,56.87589,5135.49946875343,86.08993530273435
Nigeria,53.40471,5155.07599367409,87.454231262207
Nigeria,52.02699,5190.35612668836,86.08993530273435
Nigeria,48.47451,5284.89322799694,84.7256393432617
Nigeria,48.37466,5514.77027265177,86.08993530273435
North Macedonia,80.74807,16600.1436488516,96.3979314168294
North Macedonia,80.65175,16093.3104230501,98.1753768920898
North Macedonia,80.33318,15649.9274193472,97.1259536743164
North Macedonia,80.5866,15491.7435930236,96.3979314168294
North Macedonia,77.91775,15072.9475418471,93.892463684082
Norway,82.62729,64452.812617024,100.21533203125
Norway,82.91579,64341.2589026158,100.077629089355
Norway,82.65956,64050.7561654656,100.260208129883
Norway,82.35614,63104.1003947269,100.225883483887
Norway,81.83183,62987.5358625454,99.9049301147461
Oman,69.98474,27294.5729762764,102.939720153809
Oman,68.84249,28350.9435298546,103.392059326172
Oman,68.57321,29077.3635995539,106.364692687988
Oman,68.05891,30184.8701587714,108.273902893066
Oman,66.34092,30146.9560518823,108.304573059082
Pakistan,60.95491,4690.48477660926,95.4841384887695
Pakistan,55.45628,4739.47271266276,94.3282012939453
Pakistan,53.01708,4571.20507840804,90.5891723632813
Pakistan,52.474,4421.58192929723,91.3174591064453
Pakistan,50.36994,4278.34666284049,85.0899200439453
Panama,66.56045,31432.1132703975,94.52836608886717
Panama,66.86797,31012.9461549459,94.52836608886717
Panama,66.46234,30446.8372293853,94.385986328125
Panama,64.72195,29332.4145393568,93.1219787597656
Panama,64.72621,28431.0824221868,96.0771331787109
Papua New Guinea,59.77357,4349.80804806069,112.2678337097165
Papua New Guinea,59.37055,4190.0948949613,115.989807128906
Papua New Guinea,59.39568,4285.62875648139,112.2678337097165
Papua New Guinea,59.33379,4222.52499305271,108.545860290527
Papua New Guinea,55.96186,4083.75243695251,112.2678337097165
Peru,68.69658,12853.6920747721,113.477226257324
Peru,68.27159,12781.4164435302,106.945121765137
Peru,67.76048,12506.5293750586,103.519569396973
Peru,67.5175,12403.6871416862,103.060279846191
Peru,67.22451,12110.2668971421,100.236846923828
Philippines,62.82943,8914.72379820449,99.1477203369141
Philippines,60.87374,8516.13654897274,101.86222076416
Philippines,59.33172,8120.86879329703,107.509773254395
Philippines,59.25872,7705.05376971311,110.173927307129
Philippines,58.23012,7300.13621040525,112.250930786133
Poland,76.38122,33120.517844588,97.1727828979492
Poland,76.93317,31674.1316243417,96.8851928710938
Poland,77.85723,30064.5034841771,100.015899658203
Poland,77.68044,28682.6939326326,98.02462514241535
Poland,76.93009,27797.0584233597,98.02462514241535
Portugal,76.46616,34879.7059746537,107.392883300781
Portugal,76.44344,34040.7255617749,106.826728820801
Portugal,76.50889,33044.7167387479,106.183128356934
Portugal,76.66433,31847.5377347647,105.737518310547
Portugal,76.36078,31118.7906703279,106.962631225586
Qatar,68.66573,90043.7990029688,103.538063049316
Qatar,66.70677,90970.0609016321,103.842437744141
Qatar,66.02767,91738.7527899469,103.280738830566
Qatar,65.41549,95601.8073141158,103.032638549805
Qatar,66.49467,95965.2512366176,102.576522827148
Romania,73.3332,29857.6464700842,87.5029525756836
Romania,72.51292,28523.4731832065,87.3253784179688
Romania,73.04132,27141.9193326803,85.1508712768555
Romania,72.85135,25145.0133479761,86.9076766967773
Romania,72.72233,23878.1885373067,89.1720428466797
Russian Federation,78.16284,27210.5459977867,104.173629760742
Russian Federation,77.40044,26656.4095416865,104.678817749023
Russian Federation,76.54336,25926.4438539743,102.582458496094
Russian Federation,75.25999,25490.7082574641,99.8143920898438
Russian Federation,74.09598,25488.0961196394,99.0729064941406
Rwanda,76.48282,2227.51703252759,131.311874389648
Rwanda,75.37431,2088.74922433298,133.041549682617
Rwanda,71.07347,1975.24866113275,137.68180847168
Rwanda,68.97118,1950.52626543078,141.278686523438
Rwanda,67.05448,1889.15810576486,139.624359130859
Samoa,62.07404,6516.52067751809,115.109359741211
Samoa,62.06781,6322.2089973185,110.524208068848
Samoa,62.05797,6480.84540672125,108.548843383789
Samoa,60.03645,6440.79742169426,107.258140563965
Samoa,60.21082,5992.43932095216,106.372787475586
San Marino,64.19133,60847.1067610929,97.3498229980469
San Marino,64.15819,59576.4293867845,97.1951904296875
San Marino,61.8841,58867.0133632425,97.2725067138672
San Marino,61.93725,59009.7986757906,97.2725067138672
San Marino,61.37859,58061.8567960786,97.2725067138672
Sao Tome and Principe,44.9711,4005.3416234,106.08222198486332
Sao Tome and Principe,44.97215,3993.27879583907,106.08222198486332
Sao Tome and Principe,44.67002,3952.94539403456,106.791542053223
Sao Tome and Principe,44.2853,3878.8298699884,106.188537597656
Sao Tome and Principe,43.77009,3794.35859507025,105.266586303711
Saudi Arabia,71.55722,46962.147688222,100.712738037109
Saudi Arabia,63.84761,47592.7671473292,99.7698974609375
Saudi Arabia,62.08336,47306.222319502,99.458122253418
Saudi Arabia,59.44422,48625.8438167915,105.127059936523
Saudi Arabia,59.16318,48921.2152517247,110.393020629883
Senegal,59.275,3361.46154773707,82.0738525390625
Senegal,54.37982,3309.48617330672,83.5039176940918
Senegal,54.01704,3203.90636811769,83.5039176940918
Senegal,50.27484,3067.66557684345,83.5039176940918
Senegal,49.55865,2966.45534736483,84.9339828491211
Serbia,75.65345,18292.175030713,99.6447067260742
Serbia,73.92341,17452.7958990327,100.301933288574
Serbia,73.75306,16611.0168589401,100.312927246094
Serbia,73.27635,16182.8216850199,100.571273803711
Serbia,69.96245,15578.2028500791,101.342918395996
Seychelles,61.70497,27521.1667744956,100.363677978516
Seychelles,61.50211,27342.1616519905,100.379493713379
Seychelles,61.51062,27242.6560347508,99.8453216552734
Seychelles,60.50169,26309.6859033258,101.900672912598
Seychelles,58.95821,25500.4865590545,104.373107910156
Sierra Leone,47.45831,1719.78974431978,143.725173950195
Sierra Leone,47.24268,1663.29348036377,112.754570007324
Sierra Leone,47.08868,1642.60747049629,124.476287841797
Sierra Leone,47.21918,1610.55096934817,118.246780395508
Sierra Leone,46.8995,1551.82309051333,116.099128723145
Singapore,86.1981,98411.5820616053,100.692581176758
Singapore,85.84348,98222.846041782,100.261871337891
Singapore,85.57215,95350.4356748021,100.626953125
Singapore,85.44138,91307.5036202199,100.773208618164
Singapore,84.89222,89519.7357100565,100.58865356445325
Slovak Republic,75.58542,31871.3349174843,100.822792053223
Slovak Republic,75.445,31132.5729674338,99.7079925537109
Slovak Republic,75.15124,30077.8455329271,98.732048034668
Slovak Republic,75.03118,29250.1180428621,97.8521728515625
Slovak Republic,74.84151,28676.2656111842,98.4929962158203
Slovenia,76.51751,38946.6853820836,103.011436462402
Slovenia,76.4142,37984.1329244764,102.062217712402
Slovenia,76.39486,36507.5530416531,100.396743774414
Slovenia,75.41048,34853.0421239497,99.8380126953125
Slovenia,74.71274,33799.725526308,99.9498291015625
Solomon Islands,55.26279,2660.97969650967,104.289657592773
Solomon Islands,55.20356,2697.64643055486,106.206489562988
Solomon Islands,54.87857,2663.93950830045,112.623901367188
Solomon Islands,55.11571,2596.54593765104,114.374267578125
Solomon Islands,54.71827,2518.64747830047,113.593856811523
South Africa,67.01897,12481.8135074777,98.3744735717773
South Africa,66.69548,12627.9285840445,98.5389022827148
South Africa,65.32778,12701.3489331232,100.864730834961
South Africa,65.40686,12702.9170758026,103.184959411621
South Africa,66.24035,12840.0354033768,105.570388793945
Spain,77.93588,40803.6269757506,102.402519226074
Spain,77.69995,40256.9524767458,101.989349365234
Spain,77.62772,39528.9253872668,102.710289001465
Spain,77.63075,38477.5791805612,104.214172363281
Spain,75.92621,37377.068016704,106.363990783691
Sri Lanka,61.80614,13070.1256448919,100.230056762695
Sri Lanka,61.75867,12860.3208303539,100.162017822266
Sri Lanka,59.95122,12584.1047924776,100.632713317871
Sri Lanka,59.82373,12287.4730695098,101.47403717041
Sri Lanka,59.18186,11890.5165276211,101.661468505859
St. Kitts and Nevis,54.63689,26235.5545488063,108.5187530517575
St. Kitts and Nevis,54.60701,25901.6333033394,108.5187530517575
St. Kitts and Nevis,54.60143,25360.0910245676,108.5187530517575
St. Kitts and Nevis,54.42189,26075.7424952592,108.735542297363
St. Kitts and Nevis,55.59384,25569.4841249091,108.301963806152
St. Lucia,63.6504,15448.34490734,102.334533691406
St. Lucia,63.62984,15261.3643508088,102.598243713379
St. Lucia,63.57439,14945.7332820006,102.001403808594
St. Lucia,63.47845,14516.2421185041,101.908660888672
St. Lucia,63.50018,14029.5909199045,101.142379760742
St. Vincent and the Grenadines,57.0869,12484.72871235,111.06450843811025
St. Vincent and the Grenadines,56.98254,12466.4161360546,113.404373168945
St. Vincent and the Grenadines,56.97521,12245.1263378297,110.661796569824
St. Vincent and the Grenadines,56.96928,12163.6049814344,109.971626281738
St. Vincent and the Grenadines,57.07066,11973.4193690941,110.220237731934
Sudan,44.82932,4185.60063543936,76.2055778503418
Sudan,48.01814,4344.52988671066,78.9529037475586
Sudan,45.00301,4327.78255278914,76.8160629272461
Sudan,44.82494,4234.75753645415,75.9073715209961
Sudan,45.52208,4187.86272224264,73.1459732055664
Suriname,47.46427,19036.7450382918,109.227439880371
Suriname,47.43149,19005.6543464151,108.84211730957
Suriname,47.40665,18283.6883894232,110.557518005371
Suriname,47.39893,18180.6026123974,115.546989440918
Suriname,46.42834,19317.0545070113,115.80362701416
Sweden,81.99155,52850.5691792533,126.164131164551
Sweden,82.01848,52349.2924275599,128.643539428711
Sweden,82.17491,51947.9542478244,126.575378417969
Sweden,82.15071,51334.4320301641,124.851051330566
Sweden,81.63208,50928.962975552,122.937446594238
Switzerland,76.61864,70944.3548128194,105.78727722168
Switzerland,76.61632,70597.2920689752,105.476470947266
Switzerland,76.60784,69103.570264696,105.19068145752
Switzerland,76.42092,68663.2438230835,104.629112243652
Switzerland,76.42844,68025.9200383988,104.184196472168
Tajikistan,61.26761,3581.41140185513,98.81731923421223
Tajikistan,55.38718,3415.32233593608,98.81731923421223
Tajikistan,54.34213,3252.93265536068,100.857437133789
Tajikistan,53.43689,3113.25451664416,97.9857330322266
Tajikistan,51.84299,2984.49491330069,97.6087875366211
Tanzania,54.46329,2660.42043252302,96.2744674682617
Tanzania,54.28952,2590.20113826159,94.1686935424805
Tanzania,53.98306,2530.603317381,89.2176818847656
Tanzania,53.86676,2441.63694514804,85.2978591918945
Tanzania,49.69225,2354.13898543629,84.6794662475586
Thailand,80.09233,18453.4698218155,101.052673339844
Thailand,79.51709,18095.7365704368,99.7743606567383
Thailand,78.45338,17422.9523512059,99.6250305175781
Thailand,72.79843,16782.0986705337,100.757530212402
Thailand,71.94455,16285.3865749723,100.650863647461
Timor-Leste,39.36487,3552.59699769392,112.482978820801
Timor-Leste,39.69791,3051.66811727864,115.307807922363
Timor-Leste,37.98983,3145.4831207097,119.765129089355
Timor-Leste,38.17997,3344.57088351568,125.721252441406
Timor-Leste,39.3307,3297.88916309166,128.213912963867
Togo,62.28934,2121.89991847011,124.31861114502
Togo,55.26888,2061.33417572853,123.764633178711
Togo,48.7524,2012.24069260973,124.350967407227
Togo,48.10323,1976.80779349156,125.107147216797
Togo,46.92875,1920.46930701736,128.044006347656
Tonga,61.38921,6378.1283460138,115.448257446289
Tonga,61.65064,6411.28936778647,117.9375
Tonga,61.57496,6467.12427796495,116.57490793863934
Tonga,61.14383,6312.32630161575,116.57490793863934
Tonga,61.32947,5944.4526863595,116.338966369629
Tunisia,68.65706,10755.5726608392,115.142673492432
Tunisia,67.22278,10763.7297838206,115.44596862793
Tunisia,65.29842,10605.2948839809,115.649612426758
Tunisia,65.54085,10524.9135954983,114.92017364502
Tunisia,64.56559,10510.3303060416,114.55493927002
Turkey,76.79104,28199.0515906708,97.0574722290039
Turkey,75.25248,28312.6834243604,94.9104537963867
Turkey,70.9145,27913.8187158996,93.1549835205078
Turkey,69.37882,26385.0019383343,100.947647094727
Turkey,69.14468,25958.6407622392,103.027297973633
Tuvalu,,4274.76316552592,85.2998123168945
Tuvalu,,3945.56367272662,86.0298919677734
Tuvalu,,3896.74847292992,89.8047466278076
Tuvalu,,3787.81664219543,88.0904922485352
Tuvalu,,3720.30531533443,99.7987899780273
Uganda,59.9818,2187.46522731754,103.117925008138
Uganda,58.38634,2121.96781993514,103.117925008138
Uganda,57.87464,2074.65243576542,102.704711914063
Uganda,57.28983,2075.01166590088,104.000663757324
Uganda,56.6304,2054.09044873783,102.648399353027
United Arab Emirates,80.91489,67119.153244137,114.41236114502
United Arab Emirates,81.58883,66968.2211775042,110.7562217712405
United Arab Emirates,79.30036,67183.6053111678,108.39705657959
United Arab Emirates,77.43435,66510.9029855157,108.672706604004
United Arab Emirates,76.28546,65218.8204340815,111.542762756348
United Kingdom,83.54968,46406.4617483484,100.49146270752
United Kingdom,83.55123,46037.9005384222,100.995552062988
United Kingdom,83.21535,45744.7104907571,101.154556274414
United Kingdom,83.34108,45268.7304537314,101.33521270752
United Kingdom,83.33719,44840.7826443684,101.925270080566
United States,83.99668,62630.8732765742,100.981300354004
United States,83.57395,61585.7560382102,101.256561279297
United States,83.59008,60109.6557260477,101.821441650391
United States,83.58991,59112.2422096532,101.362861633301
United States,83.59247,58540.2960929977,100.299911499023
Uruguay,61.53994,23032.7340435597,104.305038452148
Uruguay,61.36826,23035.0833880454,106.017227172852
Uruguay,61.031,23009.8742286911,108.459442138672
Uruguay,60.68692,22724.0221342831,109.707778930664
Uruguay,60.1749,22425.8300844671,111.040481567383
Uzbekistan,69.87898,7014.32469877717,102.221481323242
Uzbekistan,67.75199,6755.48097366685,104.232978820801
Uzbekistan,66.61398,6518.8046866066,103.654922485352
Uzbekistan,62.09399,6346.33477752569,101.572486877441
Uzbekistan,61.6759,6086.71574219326,99.9319305419922
Vanuatu,61.05191,3117.67883228873,118.642601013184
Vanuatu,60.72518,3093.46154723291,113.967235565186
Vanuatu,60.92111,3081.83519771335,113.967235565186
Vanuatu,60.9024,2973.46761331833,113.967235565186
Vanuatu,59.34431,2915.70045998521,109.291870117188
Vietnam,69.76594,8041.17838409676,115.435173034668
Vietnam,68.56869,7585.94315504036,110.59481048584
Vietnam,66.9796,7155.4431870997,109.150833129883
Vietnam,65.28861,6767.77883209752,111.204917907715
Vietnam,62.60371,6438.25985369358,109.886993408203
West Bank and Gaza,59.97873,6245.44869712345,97.7313385009766
West Bank and Gaza,59.66608,6318.21006766832,98.6041107177734
West Bank and Gaza,59.27638,6401.74089135074,98.9165267944336
West Bank and Gaza,55.48372,6438.93364028868,97.4510116577148
West Bank and Gaza,54.17414,6048.97659721444,97.5114288330078
Zambia,66.93648,3470.44802371756,99.59432729085283
Zambia,65.7117,3521.5420629895,99.59432729085283
Zambia,64.23311,3485.02178024575,98.7155227661133
Zambia,60.25434,3467.88744782793,98.6069793701172
Zambia,60.45046,3443.55325404862,101.460479736328
Zimbabwe,54.46935,3027.65603782166,97.1402130126953
Zimbabwe,50.50998,3341.66541766316,97.7508087158203
Zimbabwe,48.58986,3274.6111982423,98.9331893920898
Zimbabwe,47.79435,3173.61082862955,101.309677124023
Zimbabwe,47.80355,3198.982128793,103.833992004395
